,NEIBORHOOD GROUP,CLASS,SALE PRICE
48351,Brooklyn,R,1195000
48352,Brooklyn,R,1040000
48353,Brooklyn,R,1075000
48354,Brooklyn,R,1055000
48355,Brooklyn,R,1550000
48356,Brooklyn,R,1475000
48357,Brooklyn,R,1573000
48358,Brooklyn,R,800000
48359,Brooklyn,R,888888
48360,Brooklyn,R,760000
48361,Brooklyn,R,585493
48362,Brooklyn,R,1360000
48363,Brooklyn,R,800000
48364,Brooklyn,R,842456
48365,Brooklyn,R,855000
48366,Brooklyn,R,878500
48367,Brooklyn,R,888000
48368,Brooklyn,R,925000
48369,Brooklyn,R,1320000
48370,Brooklyn,R,910000
48371,Brooklyn,R,911333
48372,Brooklyn,R,903166
48373,Brooklyn,R,799000
48374,Brooklyn,R,895000
48375,Brooklyn,R,890000
48376,Brooklyn,R,1330000
48377,Brooklyn,R,2183500
48379,Brooklyn,R,933900
48381,Brooklyn,R,997500
48383,Brooklyn,R,1650000
48384,Brooklyn,R,1650000
48385,Brooklyn,R,1675000
48387,Brooklyn,R,1727250
48388,Brooklyn,R,1091000
48389,Brooklyn,R,960000
48390,Brooklyn,R,850000
48391,Brooklyn,R,1350000
48392,Brooklyn,R,1075000
48393,Brooklyn,R,2100000
48394,Brooklyn,R,2150000
48395,Brooklyn,R,1200000
48396,Brooklyn,R,1275000
48397,Brooklyn,R,1210000
48398,Brooklyn,R,915000
48399,Brooklyn,R,999000
48400,Brooklyn,R,1220000
48402,Brooklyn,R,1140000
48403,Brooklyn,R,945000
48404,Brooklyn,R,280000
48405,Brooklyn,R,1032000
48406,Brooklyn,R,2070000
48407,Brooklyn,R,2715000
48409,Brooklyn,R,1225000
48410,Brooklyn,R,865000
48411,Brooklyn,R,825000
48412,Brooklyn,R,1215000
48413,Brooklyn,R,925000
48414,Brooklyn,R,1160250
48415,Brooklyn,R,1425000
48416,Brooklyn,R,2335000
48417,Brooklyn,R,980000
48418,Brooklyn,R,1500000
48419,Brooklyn,R,2149000
48420,Brooklyn,R,710000
48421,Brooklyn,R,2475000
48422,Brooklyn,R,970000
48423,Brooklyn,R,1095000
48424,Brooklyn,R,1530000
48425,Brooklyn,R,735000
48427,Brooklyn,R,1875000
48428,Brooklyn,R,3800000
48429,Brooklyn,R,2760000
48430,Brooklyn,R,827500
48431,Brooklyn,R,1515000
48432,Brooklyn,R,699000
48433,Brooklyn,R,910000
48435,Brooklyn,R,999000
48436,Brooklyn,R,1517000
48438,Brooklyn,R,1439000
48439,Brooklyn,R,1450000
48441,Brooklyn,R,1700000
48442,Brooklyn,R,699000
48443,Brooklyn,R,250000
48444,Brooklyn,R,1050000
48445,Brooklyn,R,725000
48447,Brooklyn,R,1925000
48448,Brooklyn,R,815000
48449,Brooklyn,R,1050000
48451,Brooklyn,R,760000
48452,Brooklyn,R,900000
48453,Brooklyn,R,840000
48454,Brooklyn,R,2035000
48455,Brooklyn,R,415000
48456,Brooklyn,R,999000
48457,Brooklyn,R,830000
48459,Brooklyn,R,400000
48460,Brooklyn,R,1185000
48461,Brooklyn,R,1550000
48462,Brooklyn,R,1232000
48463,Brooklyn,R,1660000
48520,Brooklyn,R,2985000
48521,Brooklyn,R,2300000
48522,Brooklyn,R,2376000
48523,Brooklyn,R,2050000
48524,Brooklyn,R,2150000
48525,Brooklyn,R,2200000
48526,Brooklyn,R,2800000
48527,Brooklyn,R,2525000
48528,Brooklyn,R,2446900
48529,Brooklyn,R,1250000
48530,Brooklyn,R,949000
48531,Brooklyn,R,975000
48532,Brooklyn,R,975000
48535,Brooklyn,R,1315000
48536,Brooklyn,R,1439000
48537,Brooklyn,R,1680000
48538,Brooklyn,R,755000
48540,Brooklyn,R,1850000
48541,Brooklyn,R,2175000
48542,Brooklyn,R,805000
48543,Brooklyn,R,1035000
48544,Brooklyn,R,980000
48545,Brooklyn,R,318250
48546,Brooklyn,R,1070000
48547,Brooklyn,R,1073189
48548,Brooklyn,R,1950000
48550,Brooklyn,R,980000
48552,Brooklyn,R,875000
48553,Brooklyn,R,939500
48561,Brooklyn,R,1658300
48562,Brooklyn,R,1153500
48564,Brooklyn,R,1055000
48565,Brooklyn,R,918000
48566,Brooklyn,R,1050000
48567,Brooklyn,R,1435000
48569,Brooklyn,R,2545625
48570,Brooklyn,R,2698362
48613,Brooklyn,R,1052000
48615,Brooklyn,R,90000
48617,Brooklyn,R,50000
48628,Brooklyn,R,99000
48630,Brooklyn,R,99000
48631,Brooklyn,R,165000
48632,Brooklyn,R,45000
48633,Brooklyn,R,56000
48635,Brooklyn,R,5000
48638,Brooklyn,R,80000
48643,Brooklyn,R,12040
48644,Brooklyn,R,28001
48645,Brooklyn,R,10040
48648,Brooklyn,R,11540
48649,Brooklyn,R,8392687
48651,Brooklyn,R,12168
48652,Brooklyn,R,40000
48659,Brooklyn,R,67500
48662,Brooklyn,R,85000
48664,Brooklyn,R,85000
48666,Brooklyn,R,1333000
48670,Brooklyn,R,7000
48671,Brooklyn,R,10000
48673,Brooklyn,R,12050
48674,Brooklyn,R,15000
48679,Brooklyn,R,17000
48681,Brooklyn,R,23000
48682,Brooklyn,R,20000
48685,Brooklyn,R,20000
48687,Brooklyn,R,15000
48690,Brooklyn,A,3100000
48691,Brooklyn,A,2950000
48692,Brooklyn,A,1955040
48693,Brooklyn,A,2269450
48694,Brooklyn,A,2269450
48696,Brooklyn,B,2695000
48701,Brooklyn,B,2000000
48702,Brooklyn,C,3075000
48705,Brooklyn,C,2425000
48706,Brooklyn,C,3200000
48711,Brooklyn,C,2100000
48712,Brooklyn,C,760000
48713,Brooklyn,C,3150000
48715,Brooklyn,R,2520168
48716,Brooklyn,R,1360000
48718,Brooklyn,C,4200000
48723,Brooklyn,C,750000
48724,Brooklyn,C,3600000
48725,Brooklyn,C,2650000
48728,Brooklyn,C,2750000
48729,Brooklyn,C,4000000
48731,Brooklyn,C,2215000
48732,Brooklyn,C,1975000
48734,Brooklyn,C,23000000
48735,Brooklyn,C,500000
48738,Brooklyn,D,22850000
48741,Brooklyn,C,411000
48742,Brooklyn,C,290000
48743,Brooklyn,C,375000
48744,Brooklyn,C,350000
48746,Brooklyn,C,403000
48747,Brooklyn,C,590000
48748,Brooklyn,C,668000
48749,Brooklyn,C,425000
48750,Brooklyn,C,329000
48751,Brooklyn,C,430000
48752,Brooklyn,C,350000
48753,Brooklyn,C,250000
48754,Brooklyn,C,270000
48755,Brooklyn,C,345000
48756,Brooklyn,C,360000
48757,Brooklyn,C,301000
48758,Brooklyn,C,380000
48761,Brooklyn,D,350000
48764,Brooklyn,R,661862
48766,Brooklyn,R,570000
48767,Brooklyn,R,627500
48768,Brooklyn,R,1128000
48769,Brooklyn,R,1200000
48770,Brooklyn,R,680000
48771,Brooklyn,R,670000
48772,Brooklyn,R,1525000
48773,Brooklyn,R,1700000
48774,Brooklyn,R,465000
48776,Brooklyn,R,745000
48778,Brooklyn,R,999999
48779,Brooklyn,R,1400000
48780,Brooklyn,R,1425000
48782,Brooklyn,R,2050000
48783,Brooklyn,R,1800000
48784,Brooklyn,R,2649000
48787,Brooklyn,R,995000
48789,Brooklyn,R,1450000
48790,Brooklyn,R,1887500
48791,Brooklyn,R,1165000
48793,Brooklyn,R,1900000
48794,Brooklyn,R,1495000
48795,Brooklyn,R,1525000
48798,Brooklyn,R,1400000
48799,Brooklyn,R,1750000
48800,Brooklyn,R,1465000
48801,Brooklyn,R,570220
48802,Brooklyn,R,580402
48803,Brooklyn,R,600767
48804,Brooklyn,R,590000
48805,Brooklyn,R,600767
48806,Brooklyn,R,600767
48807,Brooklyn,R,600767
48808,Brooklyn,R,500000
48809,Brooklyn,R,500000
48810,Brooklyn,R,692410
48811,Brooklyn,R,499000
48812,Brooklyn,R,491790
48814,Brooklyn,R,539672
48816,Brooklyn,R,549855
48819,Brooklyn,R,540000
48822,Brooklyn,R,549000
48823,Brooklyn,R,625000
48826,Brooklyn,R,486720
48827,Brooklyn,R,3701338
48828,Brooklyn,R,3762433
48829,Brooklyn,R,3785000
48830,Brooklyn,R,3890000
48831,Brooklyn,R,3895000
48832,Brooklyn,R,2189237
48834,Brooklyn,R,1170987
48835,Brooklyn,R,712775
48836,Brooklyn,R,1160805
48837,Brooklyn,R,875695
48838,Brooklyn,R,1440823
48839,Brooklyn,R,1695386
48840,Brooklyn,R,1374637
48841,Brooklyn,R,703508
48842,Brooklyn,R,1170987
48843,Brooklyn,R,814600
48844,Brooklyn,R,1075272
48845,Brooklyn,R,712775
48846,Brooklyn,R,778350
48847,Brooklyn,R,722957
48848,Brooklyn,R,830892
48849,Brooklyn,R,865512
48850,Brooklyn,R,1272815
48851,Brooklyn,R,1058980
48852,Brooklyn,R,1384820
48853,Brooklyn,R,1384820
48854,Brooklyn,R,733140
48855,Brooklyn,R,1232082
48856,Brooklyn,R,738231
48857,Brooklyn,R,1384820
48858,Brooklyn,R,1461188
48859,Brooklyn,R,1705568
48860,Brooklyn,R,1384820
48861,Brooklyn,R,982611
48862,Brooklyn,R,1094618
48863,Brooklyn,R,756050
48864,Brooklyn,R,2555807
48865,Brooklyn,R,725808
48866,Brooklyn,R,2352157
48867,Brooklyn,R,740929
48868,Brooklyn,R,860421
48869,Brooklyn,R,698926
48870,Brooklyn,R,1196443
48871,Brooklyn,R,875695
48872,Brooklyn,R,791791
48873,Brooklyn,R,875695
48874,Brooklyn,R,919357
48875,Brooklyn,R,829873
48876,Brooklyn,R,840056
48877,Brooklyn,R,788329
48878,Brooklyn,R,875695
48879,Brooklyn,R,880786
48880,Brooklyn,R,1542648
48881,Brooklyn,R,1476462
48882,Brooklyn,R,1181170
48883,Brooklyn,R,1104801
48884,Brooklyn,R,1395002
48885,Brooklyn,R,1456097
48886,Brooklyn,R,1395002
48887,Brooklyn,R,748413
48888,Brooklyn,R,1237173
48889,Brooklyn,R,911333
48890,Brooklyn,R,1395002
48891,Brooklyn,R,1395002
48892,Brooklyn,R,1720842
48893,Brooklyn,R,1639382
48894,Brooklyn,R,896060
48895,Brooklyn,R,1323725
48896,Brooklyn,R,855330
48897,Brooklyn,R,1186261
48898,Brooklyn,R,885877
48899,Brooklyn,R,1257538
48900,Brooklyn,R,916425
48901,Brooklyn,R,1221900
48902,Brooklyn,R,835779
48903,Brooklyn,R,1033523
48904,Brooklyn,R,880786
48905,Brooklyn,R,860421
48906,Brooklyn,R,1568105
48907,Brooklyn,R,1374637
48908,Brooklyn,R,3655000
48909,Brooklyn,R,1364455
48910,Brooklyn,R,1120075
48911,Brooklyn,R,1405185
48912,Brooklyn,R,1389911
48913,Brooklyn,R,764379
48914,Brooklyn,R,1282995
48915,Brooklyn,R,936790
48916,Brooklyn,R,1400093
48917,Brooklyn,R,1501918
48918,Brooklyn,R,1649565
48919,Brooklyn,R,1639382
48920,Brooklyn,R,1069162
48921,Brooklyn,R,931698
48922,Brooklyn,R,1197462
48923,Brooklyn,R,926607
48924,Brooklyn,R,1323725
48925,Brooklyn,R,723364
48926,Brooklyn,R,931698
48927,Brooklyn,R,753505
48928,Brooklyn,R,931698
48929,Brooklyn,R,997885
48930,Brooklyn,R,1557922
48931,Brooklyn,R,1578378
48932,Brooklyn,R,1501918
48933,Brooklyn,R,1252447
48934,Brooklyn,R,1288086
48935,Brooklyn,R,1476462
48936,Brooklyn,R,1425550
48937,Brooklyn,R,747802
48938,Brooklyn,R,1425550
48939,Brooklyn,R,1013158
48940,Brooklyn,R,1425550
48941,Brooklyn,R,1476462
48942,Brooklyn,R,1664838
48943,Brooklyn,R,1461188
48944,Brooklyn,R,2435000
48945,Brooklyn,R,2560898
48946,Brooklyn,R,2718727
48947,Brooklyn,R,2565990
48948,Brooklyn,R,2718727
48949,Brooklyn,R,2718727
48950,Brooklyn,R,2565990
48951,Brooklyn,R,2718727
48952,Brooklyn,R,2565990
48953,Brooklyn,R,2545625
48954,Brooklyn,R,1206626
48955,Brooklyn,R,1349181
48956,Brooklyn,R,1349181
48957,Brooklyn,R,722957
48958,Brooklyn,R,896060
48959,Brooklyn,R,997885
48960,Brooklyn,R,997885
48961,Brooklyn,R,1654656
48962,Brooklyn,R,1624108
48963,Brooklyn,R,6608442
48964,Brooklyn,R,1522283
48965,Brooklyn,R,1272812
48966,Brooklyn,R,1440000
48967,Brooklyn,R,1512101
48968,Brooklyn,R,1466280
48969,Brooklyn,R,1120075
48970,Brooklyn,R,1466280
48971,Brooklyn,R,1089527
48972,Brooklyn,R,1466280
48973,Brooklyn,R,1486645
48974,Brooklyn,R,1797211
48975,Brooklyn,R,1033523
48976,Brooklyn,R,763687
48977,Brooklyn,R,1318633
48978,Brooklyn,R,1537557
48979,Brooklyn,R,1048797
48980,Brooklyn,R,1048797
48981,Brooklyn,R,1420458
48982,Brooklyn,R,1539633
48983,Brooklyn,R,1420458
48984,Brooklyn,R,1705568
48986,Brooklyn,R,1325000
48989,Brooklyn,R,2000000
48990,Brooklyn,R,3000000
48991,Brooklyn,R,1400000
48992,Brooklyn,R,2300000
48993,Brooklyn,R,750000
48994,Brooklyn,R,670000
48995,Brooklyn,R,1200000
48997,Brooklyn,R,1145000
48998,Brooklyn,R,975000
48999,Brooklyn,R,815000
49000,Brooklyn,R,1075000
49001,Brooklyn,R,882500
49002,Brooklyn,R,1015658
49003,Brooklyn,R,599000
49004,Brooklyn,R,799000
49005,Brooklyn,R,1316042
49006,Brooklyn,R,1225000
49007,Brooklyn,R,1282942
49008,Brooklyn,R,1682612
49009,Brooklyn,R,1015658
49010,Brooklyn,R,980020
49011,Brooklyn,R,1391450
49012,Brooklyn,R,1382228
49013,Brooklyn,R,250000
49014,Brooklyn,R,1400000
49015,Brooklyn,R,904650
49016,Brooklyn,R,664362
49017,Brooklyn,R,978851
49018,Brooklyn,R,1784437
49019,Brooklyn,R,1385000
49020,Brooklyn,R,1295000
49021,Brooklyn,R,1450000
49022,Brooklyn,R,1682612
49023,Brooklyn,R,1148031
49024,Brooklyn,R,653385
49025,Brooklyn,R,1995000
49026,Brooklyn,R,944381
49027,Brooklyn,R,1613260
49028,Brooklyn,R,990202
49029,Brooklyn,R,2520000
49030,Brooklyn,R,2054273
49031,Brooklyn,R,968760
49032,Brooklyn,R,1097118
49033,Brooklyn,R,1377137
49034,Brooklyn,R,557047
49035,Brooklyn,R,1032638
49036,Brooklyn,R,1173487
49037,Brooklyn,R,1321133
49038,Brooklyn,R,1500000
49051,Brooklyn,R,1603743
49052,Brooklyn,R,1411765
49056,Brooklyn,R,475000
49057,Brooklyn,R,475000
49063,Brooklyn,R,1450000
49064,Brooklyn,R,1140000
49066,Brooklyn,R,760000
49073,Brooklyn,R,900000
49076,Brooklyn,R,1350000
49077,Brooklyn,R,1940000
49078,Brooklyn,R,1875000
49079,Brooklyn,R,1200000
49095,Brooklyn,R,433207
49098,Brooklyn,R,60000
49100,Brooklyn,R,50700
49101,Brooklyn,R,50700
49102,Brooklyn,R,50700
49103,Brooklyn,R,50700
49104,Brooklyn,R,50700
49105,Brooklyn,R,50700
49106,Brooklyn,R,50200
49116,Brooklyn,A,969000
49117,Brooklyn,A,990000
49118,Brooklyn,A,2050000
49120,Brooklyn,A,2433600
49122,Brooklyn,A,2100000
49124,Brooklyn,A,2245000
49126,Brooklyn,A,1150000
49128,Brooklyn,A,1450000
49130,Brooklyn,A,1775000
49131,Brooklyn,A,1650000
49133,Brooklyn,A,1125000
49135,Brooklyn,A,1487500
49137,Brooklyn,A,814600
49139,Brooklyn,A,100000
49141,Brooklyn,B,625000
49143,Brooklyn,B,1100000
49145,Brooklyn,B,1300000
49147,Brooklyn,B,2750000
49148,Brooklyn,B,2250000
49149,Brooklyn,B,2495000
49150,Brooklyn,B,1675000
49151,Brooklyn,B,600000
49152,Brooklyn,B,1987000
49155,Brooklyn,B,1825000
49157,Brooklyn,B,795823
49159,Brooklyn,B,1225000
49161,Brooklyn,B,2000000
49162,Brooklyn,B,1300000
49163,Brooklyn,B,1280000
49165,Brooklyn,B,1500000
49166,Brooklyn,B,1588950
49167,Brooklyn,B,990500
49168,Brooklyn,B,1500000
49173,Brooklyn,B,1250000
49175,Brooklyn,B,1540000
49176,Brooklyn,B,1995000
49177,Brooklyn,B,2138500
49179,Brooklyn,B,1400000
49180,Brooklyn,B,1190000
49181,Brooklyn,B,1400000
49182,Brooklyn,B,1700000
49183,Brooklyn,B,1795000
49184,Brooklyn,B,1720000
49185,Brooklyn,B,940000
49188,Brooklyn,C,2200000
49189,Brooklyn,C,2295000
49190,Brooklyn,C,2260000
49191,Brooklyn,C,1725000
49195,Brooklyn,R,900000
49196,Brooklyn,R,1100000
49198,Brooklyn,R,835000
49199,Brooklyn,R,1475444
49200,Brooklyn,R,1200000
49201,Brooklyn,R,1260397
49202,Brooklyn,R,1075000
49208,Brooklyn,C,1850000
49210,Brooklyn,C,680000
49211,Brooklyn,C,720000
49212,Brooklyn,C,820000
49213,Brooklyn,C,671500
49214,Brooklyn,C,533424
49215,Brooklyn,C,652500
49217,Brooklyn,C,1227000
49218,Brooklyn,C,1070000
49219,Brooklyn,C,1275000
49220,Brooklyn,C,625000
49221,Brooklyn,C,801622
49222,Brooklyn,C,757500
49223,Brooklyn,C,410000
49224,Brooklyn,C,399000
49225,Brooklyn,C,835000
49226,Brooklyn,C,490000
49227,Brooklyn,D,840000
49228,Brooklyn,D,507768
49229,Brooklyn,D,999000
49230,Brooklyn,D,450000
49231,Brooklyn,D,799000
49232,Brooklyn,D,549000
49233,Brooklyn,D,559000
49234,Brooklyn,D,850000
49235,Brooklyn,D,985000
49236,Brooklyn,D,750000
49237,Brooklyn,D,225000
49238,Brooklyn,D,695000
49239,Brooklyn,D,795000
49240,Brooklyn,D,300000
49242,Brooklyn,D,712500
49243,Brooklyn,D,1100000
49244,Brooklyn,D,840000
49246,Brooklyn,D,475000
49247,Brooklyn,D,597000
49248,Brooklyn,D,701000
49249,Brooklyn,D,750000
49250,Brooklyn,D,490000
49251,Brooklyn,D,560037
49252,Brooklyn,D,430000
49253,Brooklyn,D,655931
49254,Brooklyn,D,510000
49255,Brooklyn,D,455000
49256,Brooklyn,D,650000
49257,Brooklyn,D,435000
49258,Brooklyn,D,456300
49259,Brooklyn,D,456300
49260,Brooklyn,D,430950
49261,Brooklyn,D,465000
49262,Brooklyn,D,880000
49263,Brooklyn,D,690000
49264,Brooklyn,R,840000
49265,Brooklyn,R,899000
49266,Brooklyn,R,950000
49267,Brooklyn,R,925000
49269,Brooklyn,R,1230000
49270,Brooklyn,R,710000
49271,Brooklyn,R,402464
49272,Brooklyn,R,875000
49273,Brooklyn,R,615000
49274,Brooklyn,R,470000
49275,Brooklyn,R,605000
49277,Brooklyn,R,649000
49278,Brooklyn,R,569500
49279,Brooklyn,R,775000
49281,Brooklyn,R,767500
49282,Brooklyn,R,425000
49283,Brooklyn,R,1450000
49289,Brooklyn,R,22500
49298,Brooklyn,A,750000
49299,Brooklyn,A,830000
49300,Brooklyn,A,790000
49304,Brooklyn,B,695000
49306,Brooklyn,B,1400000
49307,Brooklyn,B,4500000
49312,Brooklyn,B,1100000
49315,Brooklyn,B,950000
49319,Brooklyn,B,1555000
49320,Brooklyn,B,650000
49322,Brooklyn,C,1320000
49325,Brooklyn,C,1300000
49329,Brooklyn,C,1150000
49331,Brooklyn,C,974000
49332,Brooklyn,C,850000
49333,Brooklyn,C,500000
49335,Brooklyn,C,1100000
49339,Brooklyn,C,1310000
49340,Brooklyn,C,998500
49341,Brooklyn,C,1250000
49343,Brooklyn,C,1350000
49344,Brooklyn,R,510000
49348,Brooklyn,C,1650000
49349,Brooklyn,C,1300000
49353,Brooklyn,C,1965000
49354,Brooklyn,C,1275000
49355,Brooklyn,C,1400000
49358,Brooklyn,C,1210000
49361,Brooklyn,C,1990000
49362,Brooklyn,C,1675000
49363,Brooklyn,C,1060000
49364,Brooklyn,C,1746410
49365,Brooklyn,C,1225000
49370,Brooklyn,C,1350000
49372,Brooklyn,D,6000000
49373,Brooklyn,R,975000
49374,Brooklyn,R,869000
49375,Brooklyn,R,755000
49377,Brooklyn,R,527000
49378,Brooklyn,R,910000
49379,Brooklyn,R,934000
49380,Brooklyn,R,499998
49402,Queens,A,792000
49404,Queens,A,275500
49405,Queens,C,970000
49406,Queens,C,1400000
49408,Queens,R,425000
49409,Queens,R,329000
49410,Queens,A,369046
49411,Queens,A,250000
49412,Queens,A,370000
49413,Queens,A,300000
49415,Queens,A,967337
49416,Queens,A,733140
49417,Queens,A,300000
49418,Queens,A,169371
49419,Queens,A,260000
49422,Queens,A,165000
49423,Queens,A,334000
49424,Queens,A,201820
49425,Queens,A,55000
49426,Queens,A,347000
49428,Queens,A,110000
49430,Queens,A,407000
49431,Queens,A,180000
49433,Queens,A,378000
49434,Queens,A,299000
49435,Queens,A,250000
49436,Queens,A,525000
49438,Queens,A,318418
49440,Queens,A,105000
49441,Queens,A,490000
49442,Queens,A,296750
49444,Queens,A,318000
49445,Queens,A,236668
49446,Queens,A,570017
49447,Queens,A,340863
49448,Queens,A,333000
49449,Queens,A,225225
49450,Queens,B,410000
49453,Queens,B,167000
49454,Queens,B,415000
49456,Queens,B,320000
49457,Queens,B,265668
49458,Queens,B,201000
49460,Queens,B,427260
49461,Queens,B,440000
49462,Queens,B,280000
49464,Queens,B,997885
49465,Queens,B,761500
49466,Queens,B,700000
49470,Queens,B,799000
49474,Queens,B,430000
49475,Queens,B,318500
49476,Queens,B,171000
49477,Queens,B,24000
49478,Queens,B,440000
49479,Queens,B,435000
49480,Queens,B,416660
49481,Queens,B,273000
49483,Queens,B,175500
49484,Queens,B,471450
49485,Queens,B,263500
49486,Queens,B,450000
49487,Queens,B,155000
49489,Queens,B,418724
49490,Queens,B,481500
49491,Queens,B,275000
49492,Queens,B,310400
49494,Queens,B,450000
49496,Queens,B,572500
49497,Queens,B,535000
49498,Queens,B,393000
49499,Queens,B,415000
49500,Queens,B,347550
49501,Queens,B,300000
49502,Queens,B,297609
49503,Queens,B,110000
49507,Queens,B,449000
49508,Queens,B,350000
49509,Queens,B,465000
49510,Queens,B,394000
49511,Queens,B,110000
49512,Queens,B,251435
49513,Queens,B,130000
49518,Queens,B,335000
49519,Queens,B,431600
49521,Queens,B,252000
49522,Queens,B,160000
49523,Queens,B,276000
49525,Queens,B,478400
49526,Queens,B,470000
49527,Queens,B,415000
49528,Queens,B,211114
49529,Queens,B,458000
49530,Queens,B,190000
49533,Queens,B,223000
49535,Queens,B,145105
49536,Queens,B,209430
49537,Queens,B,515000
49538,Queens,B,485000
49539,Queens,B,395000
49540,Queens,B,2000
49541,Queens,B,1029816
49542,Queens,B,442900
49543,Queens,B,250000
49548,Queens,B,618150
49550,Queens,B,75000
49551,Queens,B,460000
49552,Queens,B,335000
49553,Queens,B,260200
49554,Queens,B,371124
49555,Queens,B,530000
49556,Queens,B,680000
49557,Queens,B,705000
49558,Queens,B,670000
49559,Queens,B,730000
49560,Queens,B,680000
49561,Queens,B,605000
49563,Queens,B,615000
49564,Queens,B,625000
49565,Queens,B,819691
49567,Queens,B,655000
49568,Queens,B,780000
49570,Queens,B,821000
49571,Queens,B,800000
49572,Queens,B,737500
49575,Queens,B,885000
49576,Queens,B,700000
49577,Queens,B,615000
49578,Queens,B,885000
49579,Queens,B,150000
49581,Queens,C,202000
49583,Queens,C,425000
49584,Queens,C,282450
49585,Queens,C,253500
49586,Queens,C,190000
49587,Queens,R,295648
49598,Queens,C,120000
49609,Queens,A,625000
49610,Queens,A,550000
49615,Queens,A,700000
49616,Queens,A,850000
49618,Queens,A,163750
49626,Queens,A,825000
49629,Queens,A,810000
49630,Queens,A,830000
49631,Queens,A,738850
49632,Queens,A,82358
49638,Queens,A,855000
49641,Queens,A,1025000
49642,Queens,A,720000
49648,Queens,A,710000
49652,Queens,A,800000
49655,Queens,A,700000
49656,Queens,A,900000
49658,Queens,A,927000
49660,Queens,A,879000
49662,Queens,A,999000
49670,Queens,A,300000
49674,Queens,A,900000
49685,Queens,A,999000
49686,Queens,A,1350000
49689,Queens,A,875000
49690,Queens,A,1150000
49691,Queens,A,700000
49693,Queens,A,545000
49699,Queens,A,725000
49700,Queens,A,1900000
49701,Queens,A,1419700
49702,Queens,A,850000
49703,Queens,A,1275000
49707,Queens,A,725000
49709,Queens,B,1498000
49710,Queens,B,1456097
49711,Queens,B,700000
49712,Queens,B,1250000
49713,Queens,B,980000
49720,Queens,B,1878000
49725,Queens,B,1130000
49726,Queens,B,2400000
49727,Queens,B,1200000
49728,Queens,B,1300000
49729,Queens,B,1299000
49730,Queens,B,1175000
49731,Queens,B,800000
49732,Queens,B,950000
49733,Queens,B,975000
49734,Queens,B,1575000
49735,Queens,B,325000
49736,Queens,B,3100000
49737,Queens,B,1100000
49738,Queens,B,1570000
49740,Queens,B,2000000
49745,Queens,B,960000
49746,Queens,B,1030000
49751,Queens,B,1485000
49752,Queens,B,1850000
49753,Queens,B,2225000
49754,Queens,B,800000
49757,Queens,B,950000
49759,Queens,B,1450000
49761,Queens,B,983000
49763,Queens,B,1500000
49769,Queens,B,850000
49777,Queens,B,900000
49778,Queens,B,1345000
49782,Queens,B,1365000
49783,Queens,B,217500
49789,Queens,B,534581
49792,Queens,B,1125000
49793,Queens,B,1350000
49795,Queens,B,1220000
49796,Queens,B,899000
49797,Queens,B,1650000
49798,Queens,B,1200000
49801,Queens,B,870000
49802,Queens,B,70000
49803,Queens,B,81000
49804,Queens,B,6000
49805,Queens,B,40000
49806,Queens,B,10000
49807,Queens,B,25000
49808,Queens,B,73000
49810,Queens,B,957155
49817,Queens,B,800000
49818,Queens,B,800000
49819,Queens,B,25100
49820,Queens,B,73515
49821,Queens,B,839000
49822,Queens,B,1250000
49824,Queens,B,1150000
49825,Queens,B,850000
49826,Queens,B,410800
49833,Queens,B,1050000
49834,Queens,B,900000
49835,Queens,B,900000
49836,Queens,B,900000
49837,Queens,B,750000
49839,Queens,B,725000
49846,Queens,B,1100000
49849,Queens,B,875000
49850,Queens,B,1180000
49851,Queens,B,860000
49854,Queens,B,1200000
49860,Queens,B,925000
49864,Queens,B,1171500
49867,Queens,B,925000
49868,Queens,B,700000
49872,Queens,B,1250000
49875,Queens,B,1020000
49876,Queens,B,1110000
49881,Queens,B,984000
49882,Queens,B,1200000
49883,Queens,B,940000
49884,Queens,B,1375000
49889,Queens,B,999000
49890,Queens,B,1250000
49896,Queens,B,1210000
49898,Queens,B,865512
49899,Queens,B,1236000
49900,Queens,B,1230000
49904,Queens,B,1600000
49909,Queens,B,1070000
49911,Queens,B,865000
49918,Queens,B,992000
49919,Queens,B,1800000
49920,Queens,B,141960
49924,Queens,B,3400000
49926,Queens,B,1475000
49927,Queens,B,870000
49929,Queens,B,825000
49936,Queens,B,1345000
49937,Queens,B,1140000
49943,Queens,B,900000
49945,Queens,B,949000
49958,Queens,B,1200000
49961,Queens,B,700000
49962,Queens,B,657200
49963,Queens,B,1075000
49966,Queens,B,925000
49970,Queens,B,1230000
49971,Queens,B,995000
49973,Queens,B,64180
49975,Queens,B,1050000
49976,Queens,B,1200000
49978,Queens,B,80000
49980,Queens,B,1170000
49982,Queens,B,1100000
49984,Queens,B,410000
49987,Queens,B,75000
49988,Queens,B,1120000
49989,Queens,B,1280000
49994,Queens,B,1100000
49995,Queens,B,825000
49996,Queens,B,990000
49997,Queens,B,890000
50002,Queens,B,1550000
50003,Queens,B,600000
50007,Queens,B,995000
50008,Queens,B,1057000
50011,Queens,B,750000
50014,Queens,C,1150000
50016,Queens,C,810000
50018,Queens,C,1250000
50024,Queens,C,1300000
50027,Queens,C,1530000
50028,Queens,C,1550000
50033,Queens,C,1130000
50034,Queens,C,1202000
50035,Queens,C,1075000
50036,Queens,C,1250000
50037,Queens,C,1375000
50049,Queens,C,1360000
50054,Queens,C,992500
50062,Queens,C,1475000
