,NEIBORHOOD GROUP,CLASS,SALE PRICE
9739,Manhattan,R,26362
9740,Manhattan,R,46250
9741,Manhattan,R,46250
9742,Manhattan,R,45287
9743,Manhattan,R,43305
9744,Manhattan,R,42087
9745,Manhattan,R,45047
9746,Manhattan,R,53259
9747,Manhattan,R,61305
9748,Manhattan,R,90984
9749,Manhattan,R,81407
9750,Manhattan,R,45162
9751,Manhattan,R,45162
9752,Manhattan,R,99052
9753,Manhattan,R,44612
9754,Manhattan,R,45122
9755,Manhattan,R,71837
9761,Manhattan,R,39910
9762,Manhattan,R,43414
9763,Manhattan,R,70000
9781,Manhattan,R,2000000
9782,Manhattan,R,3995000
9783,Manhattan,R,1050000
9784,Manhattan,R,3800000
9785,Manhattan,R,4395000
9786,Manhattan,R,2195000
9787,Manhattan,R,2545000
9788,Manhattan,R,7370000
9789,Manhattan,R,522500
9809,Manhattan,R,91260
9811,Manhattan,C,560000
9812,Manhattan,C,520000
9813,Manhattan,C,630000
9814,Manhattan,C,439888
9815,Manhattan,C,420000
9816,Manhattan,C,420000
9817,Manhattan,C,360000
9818,Manhattan,C,320000
9819,Manhattan,C,590000
9820,Manhattan,C,550000
9821,Manhattan,C,424000
9822,Manhattan,D,450000
9823,Manhattan,D,760000
9824,Manhattan,D,830000
9825,Manhattan,D,635000
9826,Manhattan,D,430000
9827,Manhattan,D,515000
9828,Manhattan,D,450000
9829,Manhattan,D,545000
9830,Manhattan,D,620000
9831,Manhattan,D,505000
9832,Manhattan,D,999000
9833,Manhattan,D,615000
9834,Manhattan,D,249000
9837,Manhattan,D,271000
9839,Manhattan,D,600000
9840,Manhattan,D,640000
9842,Manhattan,D,275000
9843,Manhattan,D,520000
9844,Manhattan,D,560000
9845,Manhattan,D,660000
9846,Manhattan,D,740000
9848,Manhattan,D,720000
9853,Manhattan,D,464612
9854,Manhattan,D,615000
9855,Manhattan,D,464612
9856,Manhattan,D,835000
9857,Manhattan,D,423500
9858,Manhattan,D,700000
9859,Manhattan,D,538000
9860,Manhattan,D,717500
9861,Manhattan,D,740000
9862,Manhattan,D,515000
9863,Manhattan,D,837500
9866,Manhattan,D,1600000
9868,Manhattan,D,690000
9869,Manhattan,D,1650000
9870,Manhattan,D,1849000
9871,Manhattan,D,580000
9874,Manhattan,D,480000
9875,Manhattan,D,610000
9876,Manhattan,D,930000
9877,Manhattan,D,350000
9878,Manhattan,D,645000
9879,Manhattan,D,851000
9880,Manhattan,D,450000
9881,Manhattan,D,770000
9882,Manhattan,A,3850000
9883,Manhattan,A,2650000
9885,Manhattan,R,2140000
9887,Manhattan,C,13500000
9888,Manhattan,C,4800000
9890,Manhattan,C,4225000
9892,Manhattan,C,6052000
9897,Manhattan,D,7463000
9899,Manhattan,C,795000
9900,Manhattan,C,445000
9901,Manhattan,C,332000
9902,Manhattan,C,1750000
9903,Manhattan,C,775000
9904,Manhattan,C,775000
9905,Manhattan,D,535000
9906,Manhattan,D,1450000
9907,Manhattan,D,440000
9908,Manhattan,D,475000
9909,Manhattan,D,550000
9910,Manhattan,D,620000
9911,Manhattan,D,1475000
9912,Manhattan,D,660000
9914,Manhattan,D,425000
9915,Manhattan,D,430000
9916,Manhattan,D,899000
9917,Manhattan,D,377500
9918,Manhattan,D,425000
9919,Manhattan,D,453750
9920,Manhattan,D,751750
9921,Manhattan,D,430000
9922,Manhattan,D,430000
9923,Manhattan,D,888000
9924,Manhattan,D,525000
9925,Manhattan,D,850000
9926,Manhattan,D,475000
9927,Manhattan,D,795000
9928,Manhattan,D,625000
9929,Manhattan,D,450000
9930,Manhattan,D,475000
9931,Manhattan,D,915000
9932,Manhattan,D,1850000
9933,Manhattan,D,530000
9934,Manhattan,D,1325000
9935,Manhattan,D,675000
9936,Manhattan,D,635000
9937,Manhattan,D,513000
9938,Manhattan,D,460000
9939,Manhattan,D,487500
9940,Manhattan,D,520000
9941,Manhattan,D,560500
9942,Manhattan,D,540500
9943,Manhattan,D,525000
9944,Manhattan,D,545000
9945,Manhattan,D,830000
9946,Manhattan,D,745500
9947,Manhattan,D,751500
9948,Manhattan,D,499000
9949,Manhattan,D,1636000
9950,Manhattan,D,765000
9951,Manhattan,D,700000
9953,Manhattan,D,690000
9954,Manhattan,D,850000
9955,Manhattan,D,726000
9956,Manhattan,D,760000
9957,Manhattan,D,600000
9958,Manhattan,D,548084
9959,Manhattan,D,1150000
9960,Manhattan,D,1620000
9961,Manhattan,D,340000
9962,Manhattan,D,470000
9963,Manhattan,D,530000
9964,Manhattan,D,912500
9965,Manhattan,D,520000
9966,Manhattan,D,450000
9967,Manhattan,D,719000
9968,Manhattan,D,1150000
9969,Manhattan,D,865000
9970,Manhattan,D,535000
9971,Manhattan,D,660000
9972,Manhattan,D,640000
9973,Manhattan,D,820000
9974,Manhattan,D,460000
9975,Manhattan,D,440000
9976,Manhattan,D,450000
9977,Manhattan,D,435000
9979,Manhattan,D,420000
9980,Manhattan,D,448000
9981,Manhattan,D,400000
9982,Manhattan,D,430000
9983,Manhattan,D,399999
9984,Manhattan,D,405000
9985,Manhattan,D,375000
9986,Manhattan,D,635000
9987,Manhattan,D,450000
9988,Manhattan,D,725000
9989,Manhattan,D,750000
9990,Manhattan,D,850000
9991,Manhattan,D,400000
9992,Manhattan,D,763500
9993,Manhattan,D,390000
9994,Manhattan,D,455000
9995,Manhattan,D,725000
9996,Manhattan,D,882500
9997,Manhattan,D,660000
9998,Manhattan,D,1150000
9999,Manhattan,D,999000
10000,Manhattan,D,739000
10001,Manhattan,D,935000
10002,Manhattan,D,1100000
10003,Manhattan,D,660000
10004,Manhattan,D,680000
10005,Manhattan,D,744000
10006,Manhattan,D,438000
10007,Manhattan,D,410000
10008,Manhattan,D,475000
10009,Manhattan,D,439000
10010,Manhattan,D,350000
10011,Manhattan,D,775000
10012,Manhattan,D,625000
10014,Manhattan,D,925000
10015,Manhattan,D,1400000
10016,Manhattan,D,135000
10017,Manhattan,D,787500
10018,Manhattan,D,830000
10019,Manhattan,D,850000
10020,Manhattan,D,836000
10021,Manhattan,D,660000
10022,Manhattan,D,628000
10024,Manhattan,D,635000
10025,Manhattan,D,535000
10026,Manhattan,D,625000
10027,Manhattan,D,999999
10028,Manhattan,D,636406
10029,Manhattan,D,610000
10030,Manhattan,D,676000
10031,Manhattan,D,675000
10032,Manhattan,D,550000
10033,Manhattan,D,455000
10034,Manhattan,D,405000
10035,Manhattan,D,1850000
10036,Manhattan,D,425000
10037,Manhattan,D,471000
10038,Manhattan,D,540000
10039,Manhattan,D,2090000
10042,Manhattan,D,618800
10043,Manhattan,D,986000
10044,Manhattan,D,670000
10045,Manhattan,D,526000
10046,Manhattan,D,591857
10047,Manhattan,D,690000
10050,Manhattan,D,785000
10052,Manhattan,D,972500
10053,Manhattan,D,760000
10054,Manhattan,D,1495000
10055,Manhattan,D,1455000
10056,Manhattan,D,499000
10057,Manhattan,D,339000
10058,Manhattan,D,449000
10059,Manhattan,D,850000
10060,Manhattan,D,1050000
10061,Manhattan,D,836400
10063,Manhattan,D,1095000
10064,Manhattan,D,912900
10065,Manhattan,D,405000
10066,Manhattan,D,399000
10067,Manhattan,D,394000
10068,Manhattan,D,630000
10069,Manhattan,D,479000
10070,Manhattan,D,410000
10071,Manhattan,D,535000
10072,Manhattan,D,410000
10073,Manhattan,D,895000
10074,Manhattan,D,1095000
10075,Manhattan,D,780000
10076,Manhattan,D,615000
10077,Manhattan,D,450000
10078,Manhattan,D,585000
10079,Manhattan,D,325000
10080,Manhattan,D,765000
10081,Manhattan,D,530000
10082,Manhattan,D,1500000
10083,Manhattan,D,1500000
10084,Manhattan,D,1750000
10085,Manhattan,D,763687
10086,Manhattan,D,805000
10088,Manhattan,D,750000
10089,Manhattan,D,1400000
10090,Manhattan,D,1610000
10091,Manhattan,D,1400000
10092,Manhattan,D,1415000
10093,Manhattan,D,1650000
10094,Manhattan,D,1465000
10095,Manhattan,D,767500
10096,Manhattan,D,675000
10097,Manhattan,D,975000
10098,Manhattan,D,1400000
10099,Manhattan,D,785000
10100,Manhattan,D,595000
10101,Manhattan,D,595000
10102,Manhattan,D,275000
10103,Manhattan,D,560000
10104,Manhattan,D,2250000
10105,Manhattan,D,600000
10106,Manhattan,D,515000
10107,Manhattan,D,890000
10108,Manhattan,D,485000
10109,Manhattan,D,467500
10110,Manhattan,D,925000
10111,Manhattan,D,400000
10112,Manhattan,D,342000
10113,Manhattan,D,435000
10114,Manhattan,D,402000
10115,Manhattan,D,450000
10116,Manhattan,D,1155000
10117,Manhattan,D,332500
10119,Manhattan,D,380000
10120,Manhattan,D,678000
10121,Manhattan,D,1150000
10122,Manhattan,D,849000
10123,Manhattan,D,575000
10124,Manhattan,D,545000
10125,Manhattan,D,650000
10126,Manhattan,D,366000
10127,Manhattan,D,365000
10128,Manhattan,D,650000
10129,Manhattan,D,500000
10130,Manhattan,D,550000
10131,Manhattan,D,418000
10132,Manhattan,D,899000
10133,Manhattan,D,510000
10134,Manhattan,D,725000
10135,Manhattan,D,890000
10136,Manhattan,D,635000
10137,Manhattan,D,545000
10139,Manhattan,D,361000
10140,Manhattan,D,383000
10141,Manhattan,D,370000
10142,Manhattan,D,549000
10143,Manhattan,D,495000
10144,Manhattan,D,1298268
10145,Manhattan,D,475000
10146,Manhattan,D,395000
10147,Manhattan,D,650000
10148,Manhattan,D,390000
10149,Manhattan,D,415000
10150,Manhattan,D,735000
10151,Manhattan,D,999000
10152,Manhattan,D,407000
10153,Manhattan,D,405000
10154,Manhattan,D,465000
10155,Manhattan,D,489255
10156,Manhattan,D,460000
10157,Manhattan,D,445000
10159,Manhattan,D,416000
10160,Manhattan,D,388000
10161,Manhattan,D,420000
10162,Manhattan,D,569000
10163,Manhattan,D,565000
10164,Manhattan,D,300000
10165,Manhattan,D,425000
10166,Manhattan,D,425000
10167,Manhattan,D,367349
10168,Manhattan,D,425000
10169,Manhattan,D,370000
10170,Manhattan,D,625000
10171,Manhattan,D,453000
10172,Manhattan,D,430000
10173,Manhattan,D,304200
10174,Manhattan,D,395000
10175,Manhattan,D,365000
10176,Manhattan,D,525000
10177,Manhattan,D,465000
10178,Manhattan,D,715000
10179,Manhattan,D,450000
10180,Manhattan,D,643000
10181,Manhattan,D,455000
10182,Manhattan,D,24805
10183,Manhattan,D,372500
10184,Manhattan,D,665000
10185,Manhattan,R,3584743
10186,Manhattan,R,2775000
10188,Manhattan,R,2600000
10189,Manhattan,R,3700000
10190,Manhattan,R,4075000
10191,Manhattan,R,1890000
10192,Manhattan,R,2650000
10193,Manhattan,R,2500000
10195,Manhattan,R,2200000
10196,Manhattan,R,1935000
10197,Manhattan,R,2050000
10198,Manhattan,R,1299000
10199,Manhattan,R,1315000
10200,Manhattan,R,1595000
10201,Manhattan,R,1696000
10202,Manhattan,R,1825000
10203,Manhattan,R,3600000
10205,Manhattan,R,925000
10207,Manhattan,R,949000
10208,Manhattan,R,988000
10209,Manhattan,R,998000
10210,Manhattan,R,1925000
10211,Manhattan,R,1475000
10214,Manhattan,R,1515000
10215,Manhattan,R,2050000
10216,Manhattan,R,999000
10217,Manhattan,R,999999
10218,Manhattan,R,1060000
10219,Manhattan,R,2585000
10222,Manhattan,R,1555000
10223,Manhattan,R,2450000
10224,Manhattan,R,2300000
10226,Manhattan,R,2000000
10229,Manhattan,R,1600000
10230,Manhattan,R,2525000
10260,Manhattan,R,1244375
10261,Manhattan,R,610000
10262,Manhattan,R,652000
10263,Manhattan,R,1650000
10264,Manhattan,R,1385000
10265,Manhattan,R,1060000
10266,Manhattan,R,1315000
10267,Manhattan,R,975000
10268,Manhattan,R,775000
10269,Manhattan,R,994000
10270,Manhattan,R,678000
10272,Manhattan,R,800000
10273,Manhattan,R,660000
10275,Manhattan,R,950000
10276,Manhattan,R,835000
10278,Manhattan,R,734500
10279,Manhattan,R,620611
10280,Manhattan,R,999999
10281,Manhattan,R,920000
10284,Manhattan,R,1168000
10286,Manhattan,R,855000
10287,Manhattan,R,1880000
10289,Manhattan,R,1388800
10290,Manhattan,R,1815000
10291,Manhattan,R,1155000
10292,Manhattan,R,895000
10293,Manhattan,R,1600000
10294,Manhattan,R,1580000
10296,Manhattan,R,850000
10298,Manhattan,R,934000
10300,Manhattan,R,675000
10301,Manhattan,R,835000
10303,Manhattan,R,910000
10305,Manhattan,R,896000
10306,Manhattan,R,1190000
10307,Manhattan,R,895000
10309,Manhattan,R,2900000
10310,Manhattan,R,2530000
10312,Manhattan,R,1830000
10313,Manhattan,R,2000000
10315,Manhattan,R,1425000
10316,Manhattan,R,1545000
10317,Manhattan,R,1050000
10318,Manhattan,R,835000
10319,Manhattan,R,2800000
10321,Manhattan,R,1325000
10322,Manhattan,R,1330000
10324,Manhattan,R,1450000
10325,Manhattan,R,860000
10326,Manhattan,R,1830000
10327,Manhattan,R,692000
10328,Manhattan,R,700000
10329,Manhattan,R,840000
10330,Manhattan,R,1085000
10331,Manhattan,R,835000
10332,Manhattan,R,479400
10333,Manhattan,R,609000
10334,Manhattan,R,600000
10337,Manhattan,R,900000
10338,Manhattan,R,400000
10341,Manhattan,R,1045000
10342,Manhattan,R,799000
10343,Manhattan,R,1510000
10344,Manhattan,R,556500
10345,Manhattan,R,438000
10346,Manhattan,R,1615000
10349,Manhattan,R,1370000
10350,Manhattan,R,2900000
10351,Manhattan,R,1260000
10353,Manhattan,R,2325000
10354,Manhattan,R,2150000
10355,Manhattan,R,2150000
10356,Manhattan,R,1599000
10357,Manhattan,R,1250000
10358,Manhattan,R,1400000
10361,Manhattan,R,680000
10364,Manhattan,R,325000
10365,Manhattan,R,850000
10366,Manhattan,R,1145000
10367,Manhattan,R,1585000
10368,Manhattan,R,2512500
10372,Manhattan,R,1450000
10373,Manhattan,R,1250000
10374,Manhattan,R,1275000
10375,Manhattan,R,1350000
10376,Manhattan,R,998984
10378,Manhattan,R,1730000
10379,Manhattan,R,2039500
10380,Manhattan,R,765000
10381,Manhattan,R,557500
10382,Manhattan,R,710000
10383,Manhattan,R,600000
10384,Manhattan,R,590000
10385,Manhattan,R,799000
10387,Manhattan,R,1550000
10388,Manhattan,R,1825000
10389,Manhattan,R,970000
10390,Manhattan,R,2000000
10391,Manhattan,R,2150000
10392,Manhattan,R,1450000
10393,Manhattan,R,1750000
10395,Manhattan,R,1420000
10396,Manhattan,R,1420000
10397,Manhattan,R,1665000
10398,Manhattan,R,1730000
10399,Manhattan,R,187301
10400,Manhattan,R,1100000
10402,Manhattan,R,2160000
10403,Manhattan,R,1099000
10404,Manhattan,R,1495000
10405,Manhattan,R,1650000
10406,Manhattan,R,1061500
10407,Manhattan,R,2580000
10408,Manhattan,R,1690000
10409,Manhattan,R,1900000
10410,Manhattan,R,1396500
10412,Manhattan,R,1242500
10414,Manhattan,R,780000
10415,Manhattan,R,1250000
10416,Manhattan,R,1199000
10420,Manhattan,R,570220
10422,Manhattan,R,882000
10423,Manhattan,R,880000
10424,Manhattan,R,1470000
10425,Manhattan,R,1365000
10426,Manhattan,R,1325000
10427,Manhattan,R,590000
10429,Manhattan,R,1050000
10430,Manhattan,R,800000
10431,Manhattan,R,845000
10434,Manhattan,R,665000
10435,Manhattan,R,910000
10436,Manhattan,R,2142287
10437,Manhattan,R,2100000
10442,Manhattan,R,2189000
10443,Manhattan,R,655000
10444,Manhattan,R,748000
10446,Manhattan,R,468000
10447,Manhattan,R,750000
10449,Manhattan,R,755000
10450,Manhattan,R,750000
10451,Manhattan,R,1300000
10453,Manhattan,R,850000
10454,Manhattan,R,2200000
10455,Manhattan,R,414635
10456,Manhattan,R,575000
10457,Manhattan,R,380000
10458,Manhattan,R,425000
10480,Manhattan,R,93500000
10482,Manhattan,R,1100000
10483,Manhattan,R,14100000
10484,Manhattan,R,2000000
10485,Manhattan,R,23900000
10489,Manhattan,R,35100
10500,Manhattan,R,25000
10503,Manhattan,D,4127983
10504,Manhattan,D,4127983
10505,Manhattan,D,9127983
10506,Manhattan,D,9127983
10507,Manhattan,D,1250000
10508,Manhattan,D,1320000
10509,Manhattan,D,1150000
10510,Manhattan,D,1050000
10511,Manhattan,D,665000
10512,Manhattan,D,680000
10513,Manhattan,D,1312500
10514,Manhattan,D,650000
10515,Manhattan,D,1125000
10516,Manhattan,D,1300000
10517,Manhattan,D,1157500
10518,Manhattan,D,725000
10519,Manhattan,D,1150000
10520,Manhattan,R,23296741
10521,Manhattan,R,999999
10522,Manhattan,R,1175000
10526,Manhattan,R,1100000
10527,Manhattan,R,1300000
10528,Manhattan,R,1689000
10531,Manhattan,R,1060000
10533,Manhattan,R,1350000
10534,Manhattan,R,825000
10535,Manhattan,R,1129275
10536,Manhattan,R,480034
10537,Manhattan,R,444009
10538,Manhattan,R,603621
10539,Manhattan,R,1363036
10540,Manhattan,R,628508
10541,Manhattan,R,633945
10542,Manhattan,R,862837
10543,Manhattan,R,420654
10544,Manhattan,R,786315
10545,Manhattan,R,829932
10546,Manhattan,R,650460
10547,Manhattan,R,934171
10548,Manhattan,R,840692
10549,Manhattan,R,670825
10550,Manhattan,R,485440
10551,Manhattan,R,374467
10552,Manhattan,R,508706
10553,Manhattan,R,786306
10554,Manhattan,R,802109
10556,Manhattan,R,710570
10557,Manhattan,R,911392
10558,Manhattan,R,817383
10559,Manhattan,R,576882
10560,Manhattan,R,1517553
10561,Manhattan,R,727692
10562,Manhattan,R,787938
10563,Manhattan,R,1280657
10564,Manhattan,R,675930
10565,Manhattan,R,660225
10566,Manhattan,R,1105693
10567,Manhattan,R,923864
10568,Manhattan,R,1067653
10569,Manhattan,R,1126624
10575,Manhattan,B,8000000
10578,Manhattan,B,2056500
10587,Manhattan,C,10250000
10590,Manhattan,C,3330000
10591,Manhattan,C,2010000
10592,Manhattan,C,1862000
10593,Manhattan,C,456300
10595,Manhattan,C,3410000
10596,Manhattan,C,565000
10597,Manhattan,C,640000
10598,Manhattan,C,90000
10599,Manhattan,C,730000
10600,Manhattan,C,615000
10601,Manhattan,C,1599000
10602,Manhattan,C,435000
10603,Manhattan,C,420000
10604,Manhattan,C,3151000
10605,Manhattan,C,355000
10606,Manhattan,C,735000
10607,Manhattan,C,520000
10608,Manhattan,C,471000
10609,Manhattan,C,475000
10610,Manhattan,C,661862
10611,Manhattan,C,647607
10612,Manhattan,C,676118
10613,Manhattan,C,679681
10614,Manhattan,C,636406
10615,Manhattan,C,570220
10616,Manhattan,C,540000
10617,Manhattan,C,540000
10618,Manhattan,C,570000
10619,Manhattan,C,815000
10620,Manhattan,C,600000
10621,Manhattan,C,1170987
10622,Manhattan,C,1530000
10623,Manhattan,C,710000
10624,Manhattan,D,5800000
10625,Manhattan,D,78078
10626,Manhattan,D,178210
10627,Manhattan,D,1639816
10628,Manhattan,D,3120000
10629,Manhattan,D,7550000
10630,Manhattan,D,3300000
10631,Manhattan,D,3890000
10632,Manhattan,D,3500000
10633,Manhattan,D,3550000
10634,Manhattan,D,2900000
10635,Manhattan,D,5400000
10636,Manhattan,D,5750000
10637,Manhattan,D,6525000
10638,Manhattan,D,9847500
10639,Manhattan,D,3279375
10641,Manhattan,D,2170000
10642,Manhattan,D,250000
10643,Manhattan,D,2500000
10644,Manhattan,D,900000
10646,Manhattan,D,6000000
10647,Manhattan,D,3750000
10648,Manhattan,D,5300000
10649,Manhattan,D,3000000
10651,Manhattan,D,6000000
10652,Manhattan,D,1700000
10657,Manhattan,D,1300000
10658,Manhattan,D,1725000
10659,Manhattan,D,1475000
10660,Manhattan,D,1400000
10661,Manhattan,D,705000
10662,Manhattan,D,1925000
10663,Manhattan,D,745000
10664,Manhattan,D,640000
10665,Manhattan,D,640000
10666,Manhattan,D,1200000
10668,Manhattan,D,50800
10669,Manhattan,D,20180
10670,Manhattan,D,3125000
10672,Manhattan,D,5000000
10673,Manhattan,D,4500000
10674,Manhattan,D,16000000
10676,Manhattan,D,2100000
10677,Manhattan,D,3000000
10680,Manhattan,D,2275000
10682,Manhattan,D,2430000
10683,Manhattan,D,2100000
10684,Manhattan,D,605000
10685,Manhattan,D,699000
10686,Manhattan,D,880000
10687,Manhattan,D,598896
10689,Manhattan,D,550000
10690,Manhattan,D,770000
10691,Manhattan,D,2900000
10692,Manhattan,D,2275000
10693,Manhattan,D,3580000
10695,Manhattan,R,3100000
10696,Manhattan,R,2700000
10698,Manhattan,R,26948580
10699,Manhattan,R,4200000
10700,Manhattan,R,3725000
10701,Manhattan,R,2462265
10702,Manhattan,R,4350000
10703,Manhattan,R,3850000
10704,Manhattan,R,2490000
10705,Manhattan,R,4549716
10706,Manhattan,R,3971175
10707,Manhattan,R,2545625
10708,Manhattan,R,4793343
10709,Manhattan,R,4047543
10710,Manhattan,R,2725000
10711,Manhattan,R,4950000
10712,Manhattan,R,7150000
10713,Manhattan,R,5000000
10714,Manhattan,R,7789612
10715,Manhattan,R,19855875
10716,Manhattan,R,8298737
10717,Manhattan,R,1527500
10718,Manhattan,R,17310375
10719,Manhattan,R,16546562
10720,Manhattan,R,6775000
10721,Manhattan,R,4200000
10729,Manhattan,R,1750000
10731,Manhattan,R,2500000
10732,Manhattan,R,3100000
10734,Manhattan,R,2250000
10735,Manhattan,R,1800000
10736,Manhattan,R,2800187
10737,Manhattan,R,2700000
10738,Manhattan,R,5600375
10739,Manhattan,R,2443800
10740,Manhattan,R,2800187
10741,Manhattan,R,2545625
10742,Manhattan,R,4450000
10743,Manhattan,R,4500000
10744,Manhattan,R,3818437
10745,Manhattan,R,2965000
10746,Manhattan,R,10150000
10747,Manhattan,R,25456250
10748,Manhattan,R,1927000
10750,Manhattan,R,5000000
10751,Manhattan,R,3000000
10752,Manhattan,R,1585951
10753,Manhattan,R,3800000
10754,Manhattan,R,4085000
10755,Manhattan,R,2950000
10756,Manhattan,R,2025000
10757,Manhattan,R,5000000
10758,Manhattan,R,6000000
10759,Manhattan,R,6600000
10760,Manhattan,R,5857462
10761,Manhattan,R,5500000
10762,Manhattan,R,14767150
10763,Manhattan,R,2880000
10765,Manhattan,R,2945272
10766,Manhattan,R,8200000
10767,Manhattan,R,3050000
10768,Manhattan,R,1600000
10769,Manhattan,R,1483000
10770,Manhattan,R,1390500
10771,Manhattan,R,1375000
10772,Manhattan,R,3300000
10773,Manhattan,R,4650000
10774,Manhattan,R,1400000
10775,Manhattan,R,1499000
10776,Manhattan,R,1475000
10777,Manhattan,R,2207500
10778,Manhattan,R,1495000
10779,Manhattan,R,1270000
10780,Manhattan,R,1735000
10781,Manhattan,R,1465000
10782,Manhattan,R,2860000
10783,Manhattan,R,3200000
10784,Manhattan,R,1525000
10786,Manhattan,R,1521500
10787,Manhattan,R,1892500
10788,Manhattan,R,1900000
10789,Manhattan,R,3312367
10790,Manhattan,R,3005000
10791,Manhattan,R,3317458
10793,Manhattan,R,2800000
10795,Manhattan,R,2154053
10798,Manhattan,R,3668754
10799,Manhattan,R,6519854
10800,Manhattan,R,10503000
10801,Manhattan,R,2650000
10802,Manhattan,R,3625000
10803,Manhattan,R,2150000
10804,Manhattan,R,2195000
10805,Manhattan,R,2650000
10806,Manhattan,R,4550000
10807,Manhattan,R,6049704
10810,Manhattan,R,7400000
10811,Manhattan,R,6000000
10812,Manhattan,R,5300000
10815,Manhattan,R,6750000
10816,Manhattan,R,3670000
10817,Manhattan,R,2800000
10818,Manhattan,R,2600000
10820,Manhattan,R,7600000
10822,Manhattan,R,1450000
10826,Manhattan,R,33000
10827,Manhattan,R,14291
10828,Manhattan,R,3275000
10829,Manhattan,R,3450000
10830,Manhattan,R,5995000
10831,Manhattan,R,932000
10832,Manhattan,R,663000
10833,Manhattan,R,660000
10834,Manhattan,R,3500000
10860,Manhattan,R,2497602
10861,Manhattan,R,820221
10866,Manhattan,R,2506348
10869,Manhattan,R,1692972
10870,Manhattan,R,1040000
10871,Manhattan,R,670000
10872,Manhattan,R,670000
10875,Manhattan,R,1759192
10882,Manhattan,R,58040
10890,Manhattan,D,650000
10891,Manhattan,D,800000
10892,Manhattan,D,1400000
10893,Manhattan,D,965000
10894,Manhattan,D,700000
10897,Manhattan,D,686000
10899,Manhattan,D,750000
10900,Manhattan,D,725000
10901,Manhattan,D,450000
10902,Manhattan,D,960000
10903,Manhattan,D,748000
10904,Manhattan,D,433000
10905,Manhattan,D,760000
10906,Manhattan,D,735000
10913,Manhattan,D,630000
10914,Manhattan,D,600000
10915,Manhattan,D,500000
10916,Manhattan,D,750000
10917,Manhattan,D,1220000
10918,Manhattan,D,178969
10919,Manhattan,D,1250000
10920,Manhattan,D,1100000
10921,Manhattan,D,475500
10922,Manhattan,D,750000
10923,Manhattan,D,120400
10924,Manhattan,D,900000
10925,Manhattan,D,1200000
10926,Manhattan,D,480000
10927,Manhattan,D,730000
10929,Manhattan,D,715000
10930,Manhattan,D,860000
10932,Manhattan,D,1115000
10933,Manhattan,D,775000
10936,Manhattan,D,486000
10937,Manhattan,D,1100000
10938,Manhattan,D,760000
10939,Manhattan,D,526000
10940,Manhattan,D,949000
10941,Manhattan,D,750000
10942,Manhattan,D,700000
10943,Manhattan,D,739000
10944,Manhattan,D,1275000
10947,Manhattan,D,752000
10948,Manhattan,D,950000
10949,Manhattan,D,990000
10950,Manhattan,D,1050000
10951,Manhattan,D,1220000
10952,Manhattan,D,675000
10953,Manhattan,D,936000
10954,Manhattan,D,732000
10955,Manhattan,D,675000
10956,Manhattan,D,693000
10957,Manhattan,D,777000
10958,Manhattan,D,752000
10959,Manhattan,D,755000
10960,Manhattan,D,761200
10961,Manhattan,D,475000
10962,Manhattan,D,722500
10964,Manhattan,D,940000
10965,Manhattan,D,680000
10966,Manhattan,D,999000
10967,Manhattan,D,1110000
10968,Manhattan,D,1125000
10969,Manhattan,D,2100128
10970,Manhattan,D,1900000
10971,Manhattan,D,1730000
10972,Manhattan,D,2269000
10973,Manhattan,R,2719591
10974,Manhattan,R,1700000
10975,Manhattan,R,1425550
10976,Manhattan,R,1832850
10977,Manhattan,R,1276543
10978,Manhattan,R,2846008
10979,Manhattan,R,1883762
10980,Manhattan,R,2771214
10981,Manhattan,R,1680112
10982,Manhattan,R,2785185
10983,Manhattan,R,1624108
10984,Manhattan,R,1349181
10985,Manhattan,R,1731025
10986,Manhattan,R,2036500
10987,Manhattan,R,2900000
10988,Manhattan,R,2011043
10989,Manhattan,R,3355133
10990,Manhattan,R,1995770
10991,Manhattan,R,2900000
10992,Manhattan,R,2119162
10993,Manhattan,R,2978381
10994,Manhattan,R,3131118
10995,Manhattan,R,2902012
10996,Manhattan,R,3131118
10997,Manhattan,R,3784218
10998,Manhattan,R,999000
10999,Manhattan,R,1875000
11000,Manhattan,R,1500000
11001,Manhattan,R,750000
11002,Manhattan,R,1707500
11003,Manhattan,R,760000
11004,Manhattan,R,880000
11005,Manhattan,R,900000
11007,Manhattan,R,1250000
11009,Manhattan,R,211470
11010,Manhattan,R,1040000
11011,Manhattan,R,1250000
11012,Manhattan,R,985000
11013,Manhattan,R,1220000
11014,Manhattan,R,890000
11015,Manhattan,R,3380000
11016,Manhattan,R,2635000
11019,Manhattan,R,1495000
11020,Manhattan,R,1145000
11021,Manhattan,R,2800000
11022,Manhattan,R,1650000
11023,Manhattan,R,1700000
11024,Manhattan,R,1839000
11029,Manhattan,C,3700000
11030,Manhattan,D,2825000
11031,Manhattan,D,2800000
11033,Manhattan,D,712520
11034,Manhattan,D,1960000
11036,Manhattan,D,7000000
11037,Manhattan,D,5600000
11038,Manhattan,D,3662500
11039,Manhattan,D,2900000
11041,Manhattan,D,3250000
11042,Manhattan,D,2725000
11043,Manhattan,D,3780000
11044,Manhattan,D,1950000
11047,Manhattan,D,3500000
11048,Manhattan,D,4700000
11050,Manhattan,D,2800000
11052,Manhattan,D,1950000
11053,Manhattan,D,3595000
11054,Manhattan,D,3500000
11055,Manhattan,D,4900000
11056,Manhattan,D,5500000
